delay,training steps,traffic intensity,tm
3.066,20K,87.5%,875_62
4.85,20K,87.5%,875_63
3.994,20K,87.5%,875_64
3.081,20K,87.5%,875_65
4.498,20K,87.5%,875_66
3.64,20K,87.5%,875_67
2.588,20K,87.5%,875_68
3.258,20K,87.5%,875_69
3.69,20K,87.5%,875_70
2.892,20K,87.5%,875_71
3.981,20K,87.5%,875_72
3.885,20K,87.5%,875_73
2.25,20K,87.5%,875_74
4.097,20K,87.5%,875_75
4.054,20K,87.5%,875_76
4.267,20K,87.5%,875_77
3.973,20K,87.5%,875_78
3.897,20K,87.5%,875_79
4.947,20K,87.5%,875_80
4.023,20K,87.5%,875_81
3.318,20K,87.5%,875_82
3.102,20K,87.5%,875_83
3.448,20K,87.5%,875_84
2.97,20K,87.5%,875_85
3.596,20K,87.5%,875_86
2.751,20K,87.5%,875_87
3.391,20K,87.5%,875_88
2.66,20K,87.5%,875_89
3.461,20K,87.5%,875_90
4.126,20K,87.5%,875_91
4.262,20K,87.5%,875_92
2.692,20K,87.5%,875_93
4.165,20K,87.5%,875_94
3.818,20K,87.5%,875_95
3.717,20K,87.5%,875_96
3.485,20K,87.5%,875_97
3.187,20K,87.5%,875_98
3.322,20K,87.5%,875_99
3.175,20K,100%,1000_0
3.057,20K,100%,1000_1
3.917,20K,100%,1000_2
3.075,20K,100%,1000_3
3.12,20K,100%,1000_4
3.396,20K,100%,1000_5
4.311,20K,100%,1000_6
3.471,20K,100%,1000_7
4.745,20K,100%,1000_8
4.371,20K,100%,1000_9
2.795,20K,100%,1000_10
3.843,20K,100%,1000_11
3.259,20K,100%,1000_12
2.572,20K,100%,1000_13
9.134,20K,100%,1000_14
4.814,20K,100%,1000_15
3.918,20K,100%,1000_16
5.839,20K,100%,1000_17
5.36,20K,100%,1000_18
2.797,20K,100%,1000_19
3.017,20K,100%,1000_20
3.247,20K,100%,1000_21
5.559,20K,100%,1000_22
5.322,20K,100%,1000_23
4.354,20K,100%,1000_24
4.126,20K,100%,1000_25
4.877,20K,100%,1000_26
4.022,20K,100%,1000_27
5.018,20K,100%,1000_28
4.381,20K,100%,1000_29
7.125,20K,100%,1000_30
3.767,20K,100%,1000_31
3.576,20K,100%,1000_32
4.019,20K,100%,1000_33
4.204,20K,100%,1000_34
7.592,20K,100%,1000_35
8.22,20K,100%,1000_36
3.885,20K,100%,1000_37
3.309,20K,100%,1000_38
3.373,20K,100%,1000_39
3.601,20K,100%,1000_40
8.087,20K,100%,1000_41
4.392,20K,100%,1000_42
4.07,20K,100%,1000_43
4.115,20K,100%,1000_44
4.073,20K,100%,1000_45
4.965,20K,100%,1000_46
3.8,20K,100%,1000_47
3.92,20K,100%,1000_48
4.113,20K,100%,1000_49
3.691,20K,100%,1000_50
3.773,20K,100%,1000_51
4.755,20K,100%,1000_52
5.461,20K,100%,1000_53
4.355,20K,100%,1000_54
3.999,20K,100%,1000_55
4.678,20K,100%,1000_56
3.408,20K,100%,1000_57
4.109,20K,100%,1000_58
4.075,20K,100%,1000_59
4.317,20K,100%,1000_60
3.633,20K,100%,1000_61
3.625,20K,100%,1000_62
3.833,20K,100%,1000_63
3.655,20K,100%,1000_64
3.87,20K,100%,1000_65
4.076,20K,100%,1000_66
4.57,20K,100%,1000_67
3.828,20K,100%,1000_68
8,20K,100%,1000_69
3.991,20K,100%,1000_70
4.561,20K,100%,1000_71
3.119,20K,100%,1000_72
3.668,20K,100%,1000_73
3.614,20K,100%,1000_74
2.885,20K,100%,1000_75
5.965,20K,100%,1000_76
3.5,20K,100%,1000_77
3.776,20K,100%,1000_78
2.866,20K,100%,1000_79
4.652,20K,100%,1000_80
3.005,20K,100%,1000_81
3.734,20K,100%,1000_82
5.89,20K,100%,1000_83
3.201,20K,100%,1000_84
3.574,20K,100%,1000_85
3.947,20K,100%,1000_86
4.24,20K,100%,1000_87
3.644,20K,100%,1000_88
3.348,20K,100%,1000_89
4.75,20K,100%,1000_90
4.437,20K,100%,1000_91
3.288,20K,100%,1000_92
4.326,20K,100%,1000_93
4.086,20K,100%,1000_94
4.49,20K,100%,1000_95
3.408,20K,100%,1000_96
4.067,20K,100%,1000_97
4.923,20K,100%,1000_98
5.756,20K,100%,1000_99
7.908,20K,112.5%,1125_0
4.742,20K,112.5%,1125_1
3.499,20K,112.5%,1125_2
4.527,20K,112.5%,1125_3
3.411,20K,112.5%,1125_4
3.513,20K,112.5%,1125_5
3.773,20K,112.5%,1125_6
4.815,20K,112.5%,1125_7
6.417,20K,112.5%,1125_8
4.507,20K,112.5%,1125_9
4.784,20K,112.5%,1125_10
4.18,20K,112.5%,1125_11
3.311,20K,112.5%,1125_12
8.011,20K,112.5%,1125_13
4.297,20K,112.5%,1125_14
3.866,20K,112.5%,1125_15
3.664,20K,112.5%,1125_16
4.015,20K,112.5%,1125_17
6.381,20K,112.5%,1125_18
4.425,20K,112.5%,1125_19
6.127,20K,112.5%,1125_20
4.511,20K,112.5%,1125_21
3.714,20K,112.5%,1125_22
3.959,20K,112.5%,1125_23
4.642,20K,112.5%,1125_24
5.293,20K,112.5%,1125_25
3.52,20K,112.5%,1125_26
7.972,20K,112.5%,1125_27
3.493,20K,112.5%,1125_28
7.962,20K,112.5%,1125_29
3.397,20K,112.5%,1125_30
5.489,20K,112.5%,1125_31
5.108,20K,112.5%,1125_32
3.396,20K,112.5%,1125_33
5.271,20K,112.5%,1125_34
3.872,20K,112.5%,1125_35
4.291,20K,112.5%,1125_36
3.746,20K,112.5%,1125_37
3.582,20K,112.5%,1125_38
4.867,20K,112.5%,1125_39
4.171,20K,112.5%,1125_40
4.196,20K,112.5%,1125_41
5.812,20K,112.5%,1125_42
5.969,20K,112.5%,1125_43
4.217,20K,112.5%,1125_44
3.906,20K,112.5%,1125_45
3.968,20K,112.5%,1125_46
4.315,20K,112.5%,1125_47
4.242,20K,112.5%,1125_48
4.27,20K,112.5%,1125_49
3.613,20K,112.5%,1125_50
5.578,20K,112.5%,1125_51
4.857,20K,112.5%,1125_52
4.427,20K,112.5%,1125_53
4.405,20K,112.5%,1125_54
15.36,20K,112.5%,1125_55
4.908,20K,112.5%,1125_56
4.518,20K,112.5%,1125_57
5.037,20K,112.5%,1125_58
4.394,20K,112.5%,1125_59
4.346,20K,112.5%,1125_60
3.145,20K,112.5%,1125_61
4.313,20K,112.5%,1125_62
4.996,20K,112.5%,1125_63
4.289,20K,112.5%,1125_64
5.965,20K,112.5%,1125_65
4.692,20K,112.5%,1125_66
4.145,20K,112.5%,1125_67
3.792,20K,112.5%,1125_68
4.013,20K,112.5%,1125_69
3.822,20K,112.5%,1125_70
3.979,20K,112.5%,1125_71
8.212,20K,112.5%,1125_72
3.67,20K,112.5%,1125_73
4.488,20K,112.5%,1125_74
3.992,20K,112.5%,1125_75
3.974,20K,112.5%,1125_76
4.004,20K,112.5%,1125_77
6.609,20K,112.5%,1125_78
3.556,20K,112.5%,1125_79
4.112,20K,112.5%,1125_80
5.667,20K,112.5%,1125_81
4.144,20K,112.5%,1125_82
3.617,20K,112.5%,1125_83
5.188,20K,112.5%,1125_84
4.138,20K,112.5%,1125_85
6.702,20K,112.5%,1125_86
4.847,20K,112.5%,1125_87
7.226,20K,112.5%,1125_88
5.038,20K,112.5%,1125_89
4.435,20K,112.5%,1125_90
4.232,20K,112.5%,1125_91
4.215,20K,112.5%,1125_92
4.035,20K,112.5%,1125_93
3.602,20K,112.5%,1125_94
4.524,20K,112.5%,1125_95
4,20K,112.5%,1125_96
4.701,20K,112.5%,1125_97
5.734,20K,112.5%,1125_98
4.304,20K,112.5%,1125_99
4.515,20K,125%,1250_0
5.332,20K,125%,1250_1
4.187,20K,125%,1250_2
4.861,20K,125%,1250_3
4.441,20K,125%,1250_4
4.687,20K,125%,1250_5
4.125,20K,125%,1250_6
4.307,20K,125%,1250_7
5.411,20K,125%,1250_8
5.361,20K,125%,1250_9
4.487,20K,125%,1250_10
6.335,20K,125%,1250_11
4.431,20K,125%,1250_12
3.431,20K,125%,1250_13
4.466,20K,125%,1250_14
4.484,20K,125%,1250_15
3.976,20K,125%,1250_16
7.06,20K,125%,1250_17
4.945,20K,125%,1250_18
3.982,20K,125%,1250_19
4.753,20K,125%,1250_20
3.85,20K,125%,1250_21
3.515,20K,125%,1250_22
5.642,20K,125%,1250_23
4.318,20K,125%,1250_24
4.756,20K,125%,1250_25
4.482,20K,125%,1250_26
4.82,20K,125%,1250_27
3.94,20K,125%,1250_28
4.034,20K,125%,1250_29
4.316,20K,125%,1250_30
5.349,20K,125%,1250_31
4.849,20K,125%,1250_32
5.604,20K,125%,1250_33
4.615,20K,125%,1250_34
4.48,20K,125%,1250_35
5.296,20K,125%,1250_36
4.453,20K,125%,1250_37
3.978,20K,125%,1250_38
3.845,20K,125%,1250_39
5.371,20K,125%,1250_40
4.998,20K,125%,1250_41
4.413,20K,125%,1250_42
9.601,20K,125%,1250_43
4.027,20K,125%,1250_44
4.526,20K,125%,1250_45
6.205,20K,125%,1250_46
4.722,20K,125%,1250_47
5.059,20K,125%,1250_48
4.881,20K,125%,1250_49
4.075,20K,125%,1250_50
4.478,20K,125%,1250_51
4.32,20K,125%,1250_52
4.206,20K,125%,1250_53
4.04,20K,125%,1250_54
3.76,20K,125%,1250_55
5.618,20K,125%,1250_56
3.758,20K,125%,1250_57
6.338,20K,125%,1250_58
4.461,20K,125%,1250_59
4.902,20K,125%,1250_60
3.993,20K,125%,1250_61
4.102,20K,125%,1250_62
3.86,20K,125%,1250_63
4.59,20K,125%,1250_64
2.393,20K,125%,1250_65
3.117,20K,125%,1250_66
10.735,20K,125%,1250_67
3.785,20K,125%,1250_68
4.345,20K,125%,1250_69
6.73,20K,125%,1250_70
3.396,20K,125%,1250_71
6.074,20K,125%,1250_72
4.945,20K,125%,1250_73
4.559,20K,125%,1250_74
5.582,20K,125%,1250_75
6.002,20K,125%,1250_76
3.833,20K,125%,1250_77
5.115,20K,125%,1250_78
5.451,20K,125%,1250_79
9.73,20K,125%,1250_80
5.848,20K,125%,1250_81
4.13,20K,125%,1250_82
5.216,20K,125%,1250_83
4.166,20K,125%,1250_84
4.443,20K,125%,1250_85
4.888,20K,125%,1250_86
4.057,20K,125%,1250_87
3.491,20K,125%,1250_88
3.668,20K,125%,1250_89
8.959,20K,125%,1250_90
4.121,20K,125%,1250_91
5.453,20K,125%,1250_92
3.646,20K,125%,1250_93
4.461,20K,125%,1250_94
5.82,20K,125%,1250_95
4.62,20K,125%,1250_96
4.519,20K,125%,1250_97
4.853,20K,125%,1250_98
6.82,20K,125%,1250_99
0.345,50K,12.5%,125_0
0.376,50K,12.5%,125_1
0.306,50K,12.5%,125_2
0.354,50K,12.5%,125_3
0.353,50K,12.5%,125_4
0.383,50K,12.5%,125_5
0.316,50K,12.5%,125_6
0.302,50K,12.5%,125_7
0.407,50K,12.5%,125_8
0.334,50K,12.5%,125_9
0.375,50K,12.5%,125_10
0.344,50K,12.5%,125_11
0.302,50K,12.5%,125_12
0.36,50K,12.5%,125_13
0.302,50K,12.5%,125_14
0.372,50K,12.5%,125_15
0.34,50K,12.5%,125_16
0.592,50K,12.5%,125_17
0.374,50K,12.5%,125_18
0.352,50K,12.5%,125_19
0.359,50K,12.5%,125_20
0.347,50K,12.5%,125_21
0.41,50K,12.5%,125_22
0.359,50K,12.5%,125_23
0.302,50K,12.5%,125_24
0.348,50K,12.5%,125_25
0.306,50K,12.5%,125_26
0.347,50K,12.5%,125_27
0.309,50K,12.5%,125_28
0.365,50K,12.5%,125_29
0.366,50K,12.5%,125_30
0.316,50K,12.5%,125_31
0.336,50K,12.5%,125_32
0.328,50K,12.5%,125_33
0.5,50K,12.5%,125_34
0.418,50K,12.5%,125_35
0.33,50K,12.5%,125_36
0.301,50K,12.5%,125_37
0.327,50K,12.5%,125_38
0.354,50K,12.5%,125_39
0.308,50K,12.5%,125_40
0.332,50K,12.5%,125_41
0.324,50K,12.5%,125_42
0.291,50K,12.5%,125_43
0.327,50K,12.5%,125_44
0.321,50K,12.5%,125_45
0.352,50K,12.5%,125_46
0.363,50K,12.5%,125_47
0.378,50K,12.5%,125_48
0.337,50K,12.5%,125_49
0.34,50K,12.5%,125_50
0.331,50K,12.5%,125_51
0.372,50K,12.5%,125_52
0.302,50K,12.5%,125_53
0.333,50K,12.5%,125_54
0.402,50K,12.5%,125_55
0.362,50K,12.5%,125_56
0.306,50K,12.5%,125_57
0.306,50K,12.5%,125_58
0.366,50K,12.5%,125_59
0.34,50K,12.5%,125_60
0.312,50K,12.5%,125_61
0.348,50K,12.5%,125_62
0.296,50K,12.5%,125_63
0.342,50K,12.5%,125_64
0.364,50K,12.5%,125_65
0.319,50K,12.5%,125_66
0.312,50K,12.5%,125_67
0.307,50K,12.5%,125_68
0.361,50K,12.5%,125_69
0.314,50K,12.5%,125_70
0.308,50K,12.5%,125_71
0.342,50K,12.5%,125_72
0.303,50K,12.5%,125_73
0.352,50K,12.5%,125_74
0.349,50K,12.5%,125_75
0.319,50K,12.5%,125_76
0.363,50K,12.5%,125_77
0.298,50K,12.5%,125_78
0.368,50K,12.5%,125_79
0.351,50K,12.5%,125_80
0.304,50K,12.5%,125_81
0.331,50K,12.5%,125_82
0.325,50K,12.5%,125_83
0.529,50K,12.5%,125_84
0.364,50K,12.5%,125_85
0.325,50K,12.5%,125_86
0.334,50K,12.5%,125_87
0.377,50K,12.5%,125_88
0.395,50K,12.5%,125_89
0.388,50K,12.5%,125_90
0.401,50K,12.5%,125_91
0.351,50K,12.5%,125_92
0.347,50K,12.5%,125_93
0.36,50K,12.5%,125_94
0.343,50K,12.5%,125_95
0.319,50K,12.5%,125_96
0.325,50K,12.5%,125_97
0.321,50K,12.5%,125_98
0.325,50K,12.5%,125_99
0.484,50K,25%,250_0
0.401,50K,25%,250_1
0.381,50K,25%,250_2
0.389,50K,25%,250_3
0.699,50K,25%,250_4
0.481,50K,25%,250_5
0.46,50K,25%,250_6
0.455,50K,25%,250_7
0.49,50K,25%,250_8
1.008,50K,25%,250_9
0.499,50K,25%,250_10
0.444,50K,25%,250_11
0.986,50K,25%,250_12
0.384,50K,25%,250_13
0.56,50K,25%,250_14
0.607,50K,25%,250_15
0.479,50K,25%,250_16
0.638,50K,25%,250_17
0.436,50K,25%,250_18
0.483,50K,25%,250_19
0.451,50K,25%,250_20
0.505,50K,25%,250_21
0.48,50K,25%,250_22
0.635,50K,25%,250_23
0.436,50K,25%,250_24
0.722,50K,25%,250_25
0.587,50K,25%,250_26
0.404,50K,25%,250_27
0.434,50K,25%,250_28
0.386,50K,25%,250_29
0.78,50K,25%,250_30
0.575,50K,25%,250_31
0.414,50K,25%,250_32
0.504,50K,25%,250_33
0.439,50K,25%,250_34
0.747,50K,25%,250_35
0.459,50K,25%,250_36
0.641,50K,25%,250_37
0.633,50K,25%,250_38
0.522,50K,25%,250_39
0.846,50K,25%,250_40
0.406,50K,25%,250_41
0.621,50K,25%,250_42
0.525,50K,25%,250_43
0.784,50K,25%,250_44
0.44,50K,25%,250_45
0.477,50K,25%,250_46
0.604,50K,25%,250_47
0.415,50K,25%,250_48
0.693,50K,25%,250_49
1.072,50K,25%,250_50
0.822,50K,25%,250_51
0.386,50K,25%,250_52
0.418,50K,25%,250_53
0.64,50K,25%,250_54
0.669,50K,25%,250_55
0.467,50K,25%,250_56
0.384,50K,25%,250_57
0.584,50K,25%,250_58
0.402,50K,25%,250_59
0.444,50K,25%,250_60
0.649,50K,25%,250_61
0.567,50K,25%,250_62
0.768,50K,25%,250_63
0.376,50K,25%,250_64
0.613,50K,25%,250_65
0.838,50K,25%,250_66
0.747,50K,25%,250_67
0.444,50K,25%,250_68
0.886,50K,25%,250_69
1.199,50K,25%,250_70
0.639,50K,25%,250_71
0.37,50K,25%,250_72
0.731,50K,25%,250_73
0.496,50K,25%,250_74
0.512,50K,25%,250_75
0.432,50K,25%,250_76
0.415,50K,25%,250_77
0.923,50K,25%,250_78
0.445,50K,25%,250_79
0.878,50K,25%,250_80
0.594,50K,25%,250_81
0.398,50K,25%,250_82
0.511,50K,25%,250_83
0.54,50K,25%,250_84
0.389,50K,25%,250_85
0.425,50K,25%,250_86
0.44,50K,25%,250_87
0.597,50K,25%,250_88
0.487,50K,25%,250_89
0.529,50K,25%,250_90
0.394,50K,25%,250_91
0.409,50K,25%,250_92
0.502,50K,25%,250_93
0.407,50K,25%,250_94
0.41,50K,25%,250_95
0.657,50K,25%,250_96
0.564,50K,25%,250_97
1.182,50K,25%,250_98
0.416,50K,25%,250_99
1.018,50K,37.5%,375_0
1.734,50K,37.5%,375_1
0.969,50K,37.5%,375_2
0.827,50K,37.5%,375_3
1.023,50K,37.5%,375_4
1.029,50K,37.5%,375_5
1.846,50K,37.5%,375_6
0.839,50K,37.5%,375_7
1.383,50K,37.5%,375_8
1.678,50K,37.5%,375_9
1.404,50K,37.5%,375_10
1.004,50K,37.5%,375_11
0.84,50K,37.5%,375_12
1.253,50K,37.5%,375_13
0.884,50K,37.5%,375_14
1.135,50K,37.5%,375_15
0.945,50K,37.5%,375_16
1.664,50K,37.5%,375_17
1.706,50K,37.5%,375_18
1.004,50K,37.5%,375_19
0.732,50K,37.5%,375_20
0.844,50K,37.5%,375_21
0.671,50K,37.5%,375_22
0.776,50K,37.5%,375_23
0.677,50K,37.5%,375_24
1.62,50K,37.5%,375_25
0.99,50K,37.5%,375_26
0.839,50K,37.5%,375_27
1.27,50K,37.5%,375_28
0.901,50K,37.5%,375_29
1.841,50K,37.5%,375_30
1.533,50K,37.5%,375_31
0.702,50K,37.5%,375_32
0.987,50K,37.5%,375_33
1.252,50K,37.5%,375_34
2.021,50K,37.5%,375_35
1.455,50K,37.5%,375_36
1.3,50K,37.5%,375_37
1.956,50K,37.5%,375_38
1.565,50K,37.5%,375_39
0.966,50K,37.5%,375_40
1.006,50K,37.5%,375_41
0.821,50K,37.5%,375_42
1.327,50K,37.5%,375_43
1.449,50K,37.5%,375_44
0.971,50K,37.5%,375_45
1.875,50K,37.5%,375_46
1.27,50K,37.5%,375_47
0.58,50K,37.5%,375_48
0.74,50K,37.5%,375_49
0.943,50K,37.5%,375_50
0.833,50K,37.5%,375_51
2.168,50K,37.5%,375_52
0.682,50K,37.5%,375_53
1.147,50K,37.5%,375_54
1.442,50K,37.5%,375_55
0.879,50K,37.5%,375_56
1.152,50K,37.5%,375_57
1.197,50K,37.5%,375_58
1.037,50K,37.5%,375_59
0.982,50K,37.5%,375_60
0.981,50K,37.5%,375_61
1.127,50K,37.5%,375_62
0.993,50K,37.5%,375_63
0.886,50K,37.5%,375_64
1.543,50K,37.5%,375_65
0.627,50K,37.5%,375_66
1.039,50K,37.5%,375_67
0.925,50K,37.5%,375_68
1.352,50K,37.5%,375_69
0.797,50K,37.5%,375_70
0.721,50K,37.5%,375_71
1.058,50K,37.5%,375_72
1.249,50K,37.5%,375_73
1.041,50K,37.5%,375_74
0.938,50K,37.5%,375_75
0.905,50K,37.5%,375_76
1.78,50K,37.5%,375_77
1.118,50K,37.5%,375_78
0.907,50K,37.5%,375_79
0.946,50K,37.5%,375_80
0.939,50K,37.5%,375_81
1.15,50K,37.5%,375_82
0.938,50K,37.5%,375_83
0.943,50K,37.5%,375_84
0.614,50K,37.5%,375_85
0.83,50K,37.5%,375_86
0.716,50K,37.5%,375_87
0.904,50K,37.5%,375_88
1.3,50K,37.5%,375_89
0.98,50K,37.5%,375_90
1.027,50K,37.5%,375_91
1.245,50K,37.5%,375_92
1.407,50K,37.5%,375_93
1.229,50K,37.5%,375_94
0.501,50K,37.5%,375_95
1.193,50K,37.5%,375_96
1.107,50K,37.5%,375_97
0.82,50K,37.5%,375_98
1.091,50K,37.5%,375_99
1.269,50K,50%,500_0
1.978,50K,50%,500_1
1.657,50K,50%,500_2
1.207,50K,50%,500_3
1.344,50K,50%,500_4
1.464,50K,50%,500_5
1.928,50K,50%,500_6
1.682,50K,50%,500_7
1.372,50K,50%,500_8
1.702,50K,50%,500_9
1.651,50K,50%,500_10
1.612,50K,50%,500_11
1.391,50K,50%,500_12
1.368,50K,50%,500_13
1.379,50K,50%,500_14
1.405,50K,50%,500_15
1.7,50K,50%,500_16
1.638,50K,50%,500_17
2.245,50K,50%,500_18
3.805,50K,50%,500_19
1.583,50K,50%,500_20
1.327,50K,50%,500_21
1.348,50K,50%,500_22
1.492,50K,50%,500_23
3.679,50K,50%,500_24
1.433,50K,50%,500_25
1.792,50K,50%,500_26
1.462,50K,50%,500_27
2.946,50K,50%,500_28
1.729,50K,50%,500_29
1.276,50K,50%,500_30
1.619,50K,50%,500_31
1.451,50K,50%,500_32
1.404,50K,50%,500_33
2.579,50K,50%,500_34
2.01,50K,50%,500_35
1.613,50K,50%,500_36
1.91,50K,50%,500_37
1.603,50K,50%,500_38
2.587,50K,50%,500_39
2.891,50K,50%,500_40
3.021,50K,50%,500_41
1.828,50K,50%,500_42
1.34,50K,50%,500_43
1.413,50K,50%,500_44
1.936,50K,50%,500_45
1.639,50K,50%,500_46
1.451,50K,50%,500_47
1.504,50K,50%,500_48
1.559,50K,50%,500_49
1.793,50K,50%,500_50
1.325,50K,50%,500_51
1.621,50K,50%,500_52
1.61,50K,50%,500_53
1.502,50K,50%,500_54
1.846,50K,50%,500_55
1.562,50K,50%,500_56
1.597,50K,50%,500_57
1.696,50K,50%,500_58
1.71,50K,50%,500_59
1.945,50K,50%,500_60
1.824,50K,50%,500_61
1.136,50K,50%,500_62
1.537,50K,50%,500_63
1.582,50K,50%,500_64
1.543,50K,50%,500_65
1.717,50K,50%,500_66
1.586,50K,50%,500_67
1.74,50K,50%,500_68
1.89,50K,50%,500_69
1.468,50K,50%,500_70
1.555,50K,50%,500_71
2.604,50K,50%,500_72
1.76,50K,50%,500_73
2.048,50K,50%,500_74
1.693,50K,50%,500_75
1.523,50K,50%,500_76
2.045,50K,50%,500_77
2.4,50K,50%,500_78
1.614,50K,50%,500_79
2.785,50K,50%,500_80
1.559,50K,50%,500_81
2.089,50K,50%,500_82
2.318,50K,50%,500_83
1.203,50K,50%,500_84
1.896,50K,50%,500_85
1.858,50K,50%,500_86
1.882,50K,50%,500_87
1.494,50K,50%,500_88
1.763,50K,50%,500_89
2.933,50K,50%,500_90
0.982,50K,50%,500_91
1.362,50K,50%,500_92
1.462,50K,50%,500_93
1.842,50K,50%,500_94
1.484,50K,50%,500_95
1.458,50K,50%,500_96
1.597,50K,50%,500_97
1.783,50K,50%,500_98
1.723,50K,50%,500_99
1.793,50K,62.5%,625_0
2.469,50K,62.5%,625_1
1.98,50K,62.5%,625_2
1.883,50K,62.5%,625_3
2.303,50K,62.5%,625_4
2.103,50K,62.5%,625_5
1.991,50K,62.5%,625_6
2.807,50K,62.5%,625_7
2.303,50K,62.5%,625_8
3.455,50K,62.5%,625_9
2.228,50K,62.5%,625_10
2.406,50K,62.5%,625_11
2.04,50K,62.5%,625_12
3.805,50K,62.5%,625_13
1.581,50K,62.5%,625_14
1.889,50K,62.5%,625_15
1.697,50K,62.5%,625_16
2.827,50K,62.5%,625_17
2.2,50K,62.5%,625_18
2.456,50K,62.5%,625_19
3.071,50K,62.5%,625_20
2.209,50K,62.5%,625_21
2.464,50K,62.5%,625_22
2.063,50K,62.5%,625_23
2.29,50K,62.5%,625_24
2.401,50K,62.5%,625_25
2.74,50K,62.5%,625_26
4.53,50K,62.5%,625_27
1.791,50K,62.5%,625_28
1.891,50K,62.5%,625_29
1.355,50K,62.5%,625_30
2.607,50K,62.5%,625_31
2.521,50K,62.5%,625_32
2.125,50K,62.5%,625_33
2.427,50K,62.5%,625_34
2.138,50K,62.5%,625_35
1.922,50K,62.5%,625_36
1.92,50K,62.5%,625_37
2.486,50K,62.5%,625_38
2.2,50K,62.5%,625_39
1.974,50K,62.5%,625_40
2.497,50K,62.5%,625_41
3.248,50K,62.5%,625_42
2.218,50K,62.5%,625_43
1.54,50K,62.5%,625_44
2.284,50K,62.5%,625_45
2.115,50K,62.5%,625_46
1.907,50K,62.5%,625_47
2.517,50K,62.5%,625_48
2.5,50K,62.5%,625_49
2.203,50K,62.5%,625_50
2.993,50K,62.5%,625_51
2.493,50K,62.5%,625_52
2.25,50K,62.5%,625_53
3.608,50K,62.5%,625_54
2.4,50K,62.5%,625_55
1.899,50K,62.5%,625_56
2.088,50K,62.5%,625_57
2.344,50K,62.5%,625_58
2.184,50K,62.5%,625_59
1.598,50K,62.5%,625_60
2.182,50K,62.5%,625_61
2.732,50K,62.5%,625_62
2.145,50K,62.5%,625_63
2.487,50K,62.5%,625_64
2.138,50K,62.5%,625_65
2.164,50K,62.5%,625_66
1.682,50K,62.5%,625_67
2.013,50K,62.5%,625_68
1.814,50K,62.5%,625_69
2.342,50K,62.5%,625_70
2.427,50K,62.5%,625_71
2.466,50K,62.5%,625_72
2.438,50K,62.5%,625_73
1.891,50K,62.5%,625_74
1.902,50K,62.5%,625_75
2.863,50K,62.5%,625_76
2.652,50K,62.5%,625_77
2.738,50K,62.5%,625_78
2.386,50K,62.5%,625_79
2.404,50K,62.5%,625_80
2.212,50K,62.5%,625_81
2.141,50K,62.5%,625_82
2.041,50K,62.5%,625_83
2.818,50K,62.5%,625_84
2.513,50K,62.5%,625_85
4.109,50K,62.5%,625_86
2.244,50K,62.5%,625_87
2.343,50K,62.5%,625_88
1.969,50K,62.5%,625_89
2.253,50K,62.5%,625_90
1.464,50K,62.5%,625_91
2.216,50K,62.5%,625_92
1.971,50K,62.5%,625_93
2.001,50K,62.5%,625_94
2.988,50K,62.5%,625_95
1.446,50K,62.5%,625_96
3.219,50K,62.5%,625_97
2.134,50K,62.5%,625_98
2.705,50K,62.5%,625_99
1.95,50K,75%,750_0
2.691,50K,75%,750_1
1.928,50K,75%,750_2
2.657,50K,75%,750_3
3.252,50K,75%,750_4
2.723,50K,75%,750_5
2.364,50K,75%,750_6
2.802,50K,75%,750_7
2.853,50K,75%,750_8
3.267,50K,75%,750_9
2.901,50K,75%,750_10
2.996,50K,75%,750_11
2.642,50K,75%,750_12
2.384,50K,75%,750_13
5.247,50K,75%,750_14
2.615,50K,75%,750_15
2.546,50K,75%,750_16
3.452,50K,75%,750_17
2.442,50K,75%,750_18
3.884,50K,75%,750_19
2.971,50K,75%,750_20
3.204,50K,75%,750_21
3.273,50K,75%,750_22
2.82,50K,75%,750_23
3.29,50K,75%,750_24
2.433,50K,75%,750_25
2.708,50K,75%,750_26
2.803,50K,75%,750_27
2.829,50K,75%,750_28
3.078,50K,75%,750_29
2.907,50K,75%,750_30
2.437,50K,75%,750_31
2.603,50K,75%,750_32
2.857,50K,75%,750_33
3.444,50K,75%,750_34
4.528,50K,75%,750_35
2.575,50K,75%,750_36
2.653,50K,75%,750_37
2.725,50K,75%,750_38
2.523,50K,75%,750_39
2.743,50K,75%,750_40
3.424,50K,75%,750_41
3.136,50K,75%,750_42
3.821,50K,75%,750_43
2.736,50K,75%,750_44
2.208,50K,75%,750_45
3.521,50K,75%,750_46
2.643,50K,75%,750_47
3.466,50K,75%,750_48
2.951,50K,75%,750_49
2.417,50K,75%,750_50
3.035,50K,75%,750_51
2.688,50K,75%,750_52
2.66,50K,75%,750_53
5.028,50K,75%,750_54
3.34,50K,75%,750_55
3.914,50K,75%,750_56
2.057,50K,75%,750_57
2.599,50K,75%,750_58
3.774,50K,75%,750_59
2.69,50K,75%,750_60
3.153,50K,75%,750_61
3.332,50K,75%,750_62
2.875,50K,75%,750_63
2.744,50K,75%,750_64
2.632,50K,75%,750_65
2.401,50K,75%,750_66
2.767,50K,75%,750_67
2.985,50K,75%,750_68
2.124,50K,75%,750_69
1.998,50K,75%,750_70
3.398,50K,75%,750_71
2.601,50K,75%,750_72
2.458,50K,75%,750_73
3.139,50K,75%,750_74
6.623,50K,75%,750_75
2.874,50K,75%,750_76
